"Probe_ID","Probe_Name"
"U36798_at","CGMP-inhibited cAMP phosphodiesterase mRNA"
"U36922_at","GB DEF = Fork head domain protein (FKHR) mRNA, 3' end"
"U37012_at","Cleavage and polyadenylation specificity factor mRNA"
"U37022_rna1_at","Cyclin-dependent kinase 4 (CDK4) gene"
"U37122_at","ADD3 Adducin 3 (gamma)"
"U37219_at","Cyclophilin-like protein CyP-60 mRNA"
"U37248_at","Alpha-mannosidase (6A8) mRNA"
"U37251_at","ZNF177 KRAB zinc finger protein {alternative products}"
"U37352_at","PPP2R4 Protein phosphatase 2A, regulatory subunit B' alpha-1"
"U37408_at","CtBP mRNA"
"U37518_at","TNF-related apoptosis inducing ligand TRAIL mRNA"
"U37519_at","ALDH8 Aldehyde dehydrogenase 8"
"U37547_at","IAP homolog B (MIHB) mRNA"
"U37689_at","RNA polymerase II subunit (hsRPB8) mRNA"
"U37707_at","DLG3 Homolog 3 of Drosophila large discs"
"U38175_at","HuR RNA binding protein (HuR) mRNA"
"U38268_at","GB DEF = Cytochrome b pseudogene, partial cds"
"U38846_at","Stimulator of TAR RNA binding (SRB) mRNA"
"U38847_at","TAR RNA loop binding protein (TRP-185) mRNA"
"U38980_at","PMS8 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region)"
"U39317_at","E2 ubiquitin conjugating enzyme UbcH5B (UBCH5B) mRNA"
"U39400_at","NOF1 mRNA"
"U39412_at","Platelet alpha SNAP mRNA"
"U39573_at","Salivary peroxidase mRNA"
"U39905_at","SLC18A1 Solute carrier family 18 (vesicular monoamine), member 1"
"U40282_at","Integrin-linked kinase (ILK) mRNA"
"U40343_at","CDK inhibitor p19INK4d mRNA"
"U40369_rna1_at","Spermidine/spermine N1-acetyltransferase (SSAT) gene"
"U40391_rna1_at","Serotonin N-acetyltransferase gene"
"U40434_at","Pre-pro-megakaryocyte potentiating factor"
"U40462_at","Ikaros/LyF-1 homolog (hIk-1) mRNA"
"U40490_at","NAD(P) transhydrogenase"
"U40714_at","GB DEF = Tyrosyl-tRNA synthetase mRNA"
"U40990_at","Putative voltage-gated potassium channel (KVLQT1) mRNA, partial cds"
"U40998_at","Retinal protein (HRG4) mRNA"
"U41344_at","PRELP Proline arginine-rich end leucine-rich repeat protein"
"U41387_at","Gu protein mRNA, partial cds"
"U41515_at","Deleted in split hand/split foot 1 (DSS1) mRNA"
"U41635_at","OS-9 precurosor mRNA"
"U41668_at","DGUOK Deoxyguanosine kinase"
"U41813_at","HOXA9 Homeo box A9"
"U42031_at","54 kDa progesterone receptor-associated immunophilin FKBP54 mRNA, partial cds"
"U42408_at","Ladinin (LAD) mRNA"
"U43030_at","Cardiotrophin-1 (CTF1) mRNA"
"U43077_at","CDC37 homolog mRNA"
"U43083_at","GNAQ Guanine nucleotide binding protein (G protein), q polypeptide"
"U43148_at","PTCH Patched (Drosophila) homolog"
"U43177_at","GB DEF = Urocortin gene"
"U43286_at","Selenophosphate synthetase 2 (SPS2) mRNA"
"U43519_at","DRP2 Dystrophin related protein 2"
"U43522_at","Protein tyrosine kinase PYK2 mRNA"
"U43527_at","Malignant melanoma metastasis-suppressor (KiSS-1) gene, mRNA"
"U43586_at","Kinase suppressor of ras-1 (KSR1) mRNA, partial cds"
"U43899_at","Signal transducing adaptor molecule STAM mRNA"
"U44059_at","GB DEF = Thyrotroph embryonic factor (TEF) mRNA"
"U44772_at","Palmitoyl protein thioesterase mRNA"
"U44839_at","Putative ubiquitin C-terminal hydrolase (UHX1) mRNA"
"U44975_at","DNA-binding protein CPBP (CPBP) mRNA, partial cds"
"U45285_at","Specific 116-kDa vacuolar proton pump subunit (OC-116KDa) mRNA"
"U45955_at","Neuronal membrane glycoprotein M6b mRNA, partial cds"
"U45976_at","Clathrin assembly protein lymphoid myeloid leukemia (CALM) mRNA"
"U46194_at","Renal cell carcinoma antigen RAGE-4 mRNA, complete putative cds"
"U46499_at","GLUTATHIONE S-TRANSFERASE, MICROSOMAL"
"U46569_at","Aquaporin-5 (AQP5) gene"
"U46571_at","Tetratricopeptide repeat protein (tpr2) mRNA"
"U46692_rna1_at","Cystatin B gene"
"U46751_at","Phosphotyrosine independent ligand p62 for the Lck SH2 domain mRNA"
"U46901_at","SNCA Synuclein, alpha (non A4 component of amyloid precursor)"
"U47101_at","NifU-like protein (hNifU) mRNA, partial cds"
"U47334_at","GB DEF = Gamma aminobutyric acid receptor beta4 subunit-like mRNA, partial cds"
"U47414_at","Cyclin G2 mRNA"
"U47621_at","Nucleolar autoantigen No55 mRNA"
"U47634_at","TUBB Beta-tubulin"
"U47635_at","D13S824E locus mRNA"
"U47742_at","Monocytic leukaemia zinc finger protein (MOZ) mRNA"
"U47927_at","UBIQUITIN CARBOXYL-TERMINAL HYDROLASE T"
"U47931_at","GB DEF = G-protein beta-3 subunit alternatively spliced form mRNA sequence"
"U48251_at","Protein kinase C-binding protein RACK7 mRNA, partial cds"
"U48296_at","Protein tyrosine phosphatase PTPCAAX1 (hPTPCAAX1) mRNA"
"U48405_at","GB DEF = G protein coupled receptor OGR1 gene"
"U48408_at","Kidney water channel (hKID) mRNA"
"U48437_at","Amyloid precursor-like protein 1 mRNA"
"U48861_at","CHRNB4 Cholinergic receptor, nicotinic, beta polypeptide 4"
"U48959_at","Myosin light chain kinase (MLCK) mRNA"
"U49070_at","Peptidyl-prolyl isomerase and essential mitotic regulator (PIN1) mRNA"
"U49089_at","Neuroendocrine-dlg (NE-dlg) mRNA"
"U49188_at","Placenta (Diff33) mRNA"
"U49250_at","Putative cerebral cortex transcriptional regulator T-Brain-1 (Tbr-1) mRNA"
"U49278_at","Putative DNA-binding protein mRNA, partial cds"
"U49352_at","Liver 2,4-dienoyl-CoA reductase mRNA"
"U49395_at","Ionotropic ATP receptor P2X5a mRNA"
"U49436_at","EIF5 Eukaryotic translation initiation factor 5 (eIF5)"
"U49785_at","DCT Dopachrome tautomerase (dopachrome delta-isomerase, tyrosine-related protein 2)"
"U49837_at","LIM protein MLP mRNA"
"U49844_at","Protein kinase ATR mRNA"
"U49857_at","Transcriptional activator mRNA"
"U50078_at","Guanine nucleotide exchange factor p532 mRNA"
"U50136_rna1_at","Leukotriene C4 synthase (LTC4S) gene"
"U50315_at","EZH1 Enhancer of zeste (Drosophila) homolog 1"
"U50523_at","BRCA2 region, mRNA sequence CG037"
"U50535_at","BRCA2 region, mRNA sequence CG005"
"U50553_at","Helicase like protein 2 mRNA"
"U50733_at","Dynamitin mRNA"
"U50743_at","Na,K-ATPase gamma subunit mRNA"
"U50928_at","PKD2 Autosomal dominant polycystic kidney disease type II"
"U50939_at","Amyloid precursor protein-binding protein 1 mRNA"
"U51004_at","Putative protein kinase C inhibitor (PKCI-1) mRNA"
"U51127_at","IRF5 Interferon regulatory factor 5"
"U51166_at","G/T mismatch-specific thymine DNA glycosylase mRNA"
"U51240_at","KIAA0085 gene, partial cds"
"U51269_at","Armadillo repeat protein mRNA"
"U51334_at","Putative RNA binding protein (RBP56) mRNA"
"U51432_at","Nuclear protein Skip mRNA"
"U51477_at","Diacylglycerol kinase zeta mRNA"
"U51478_at","Sodium/potassium-transporting ATPase beta-3 subunit mRNA"
"U51586_at","Siah binding protein 1 (SiahBP1) mRNA, partial cds"
"U51587_at","Golgi complex autoantigen golgin-97 mRNA"
"U51678_at","Small acidic protein mRNA"
"U51903_at","RasGAP-related protein (IQGAP2) mRNA"
"U51990_at","HPrp18 mRNA"
"U52101_at","YMP mRNA"
"U52112_rna5_at","RbP gene (renin-binding protein) extracted from Human Xq28 genomic DNA in the region of the L1CAM locus containing the genes for neural cell adhesion molecule L1 (L1CAM), arginine-vasopressin receptor (AVPR2), C1 p115 (C1), ARD1 N-acetyltransferase related protein (TE2), renin-binding protein (RbP), host cell factor 1 (HCF1), and interleukin-1 receptor-associated kinase (IRAK) genes, and Xq28lu2 gene"
"U52426_at","GOK (STIM1) mRNA"
"U52427_rna1_at","RNA polymerase II seventh subunit (rpb-7) gene"
"U52513_at","RIG-G mRNA"
"U52518_at","Grb2-related adaptor protein (Grap) mRNA"
"U52522_at","Arfaptin 2, putative target protein of ADP-ribosylation factor, mRNA"
"U52682_at","IRF4 Interferon regulatory factor 4"
"U52830_at","GB DEF = Cri-du-chat region mRNA, clone CSC8"
"U53003_at","KNP-Ia"
"U53209_at","Transformer-2 alpha (htra-2 alpha) mRNA"
"U53786_at","EVPL Envoplakin"
"U53830_at","Interferon regulatory factor 7 (humirf7) mRNA"
"U54778_at","14-3-3 epsilon mRNA"
"U55258_at","GB DEF = HBRAVO/Nr-CAM precursor (hBRAVO/Nr-CAM) gene"
"U56244_at","HIG-1 mRNA"
"U56417_at","Lysophosphatidic acid acyltransferase-alpha mRNA"
"U56418_at","Lysophosphatidic acid acyltransferase-beta mRNA"
"U56637_at","Capping protein alpha subunit isoform 1 mRNA"
"U56816_at","Kinase Myt1 (Myt1) mRNA"
"U56833_at","VHL binding protein-1 (VBP-1) mRNA, partial cds"
"U56998_at","Putative serine/threonine protein kinase PRK (prk) mRNA"
"U57094_at","Small GTP-binding protein mRNA"
"U57316_at","GCN5 (hGCN5) gene"
"U57342_at","Myelodysplasia/myeloid leukemia factor 2 (MLF2) mRNA"
"U57450_at","PEDF Pigment epithelium-derived factor"
"U57592_at","GB DEF = Jumonji putative protein (jumonji) mRNA"
"U57650_at","Signaling inositol polyphosphate 5 phosphatase SIP-110 mRNA"
"U57911_at","Fetal brain (239FB) mRNA, from the WAGR region"
"U58048_at","PRSM1 Metallopeptidase 1 (33 kD)"
"U58087_at","Hs-cul-1 mRNA"
"U58089_at","Hs-cul-3 mRNA, partial cds"
"U58130_at","GB DEF = Bumetanide-sensitive Na-K-2Cl cotransporter (NKCC2) mRNA"
"U58681_at","GB DEF = Neurogenic basic-helix-loop-helix protein (NeuroD2) gene"
"U58766_at","FX protein mRNA"
"U58970_at","Putative outer mitochondrial membrane 34 kDa translocase hTOM34 mRNA"
"U59302_at","Steroid receptor coactivator (SRC-1) mRNA"
"U59309_at","FH Fumarate hydratase"
"U59321_at","DEAD-box protein p72 (P72) mRNA"
"U59423_at","Mad-related protein MADR1 mRNA"
"U59736_at","Transcription factor (NFATc.b) mRNA"
"U59878_at","Low-Mr GTP-binding protein (RAB32) mRNA, partial cds"
"U60115_at","Skeletal muscle LIM-protein SLIM1 mRNA"
"U60269_cds3_at","Putative envelope protein; orf similar to env of Type A and Type B retroviruses and to class II HERVs gene extracted from Human endogenous retrovirus HERV-K(HML6) proviral clone HML6.17 putative polymerase and envelope genes, partial cds, and 3'LTR"
"U60325_at","POLG DNA polymerase gamma"
"U60644_at","HU-K4 mRNA"
"U60800_at","Semaphorin (CD100) mRNA"
"U60975_at","Hybrid receptor gp250 precursor mRNA"
"U61145_at","Enhancer of zeste homolog 2 (EZH2) mRNA"
"U61166_at","SH3 domain-containing protein SH3P17 mRNA"
"U61234_at","Tubulin-folding cofactor C mRNA"
"U61263_at","Acetolactate synthase homolog mRNA"
"U61836_at","Putative cyclin G1 interacting protein mRNA, partial sequence"
"U62136_at","Putative enterocyte differentiation promoting factor mRNA, partial cds"
"U62317_rna7_at","Hypothetical protein 384D8_7 gene extracted from Chromosome 22q13 BAC Clone CIT987SK-384D8 complete sequence"
"U62433_at","CHRNA4 Cholinergic receptor, nicotinic, alpha polypeptide 4"
"U62962_at","Int-6 mRNA"
"U63455_at","SUR Sulfonylurea receptor (hyperinsulinemia)"
"U63541_at","GB DEF = mRNA expressed in HC/HCC livers and MolT-4 proliferating cells, partial sequence"
"U63743_at","Mitotic centromere-associated kinesin mRNA"
"U63825_at","Hepatitis delta antigen interacting protein A (dipA) mRNA"
"U63842_at","GB DEF = Neurogenic basic-helix-loop-helix protein (neuroD3) gene"
"U64105_at","Guanine nucleotide exchange factor p115-RhoGEF mRNA, partial cds"
"U64675_at","SRI Sorcin"
"U64998_at","GB DEF = Ribonuclease k6 precursor gene"
"U65093_at","Msg1-related gene 1 (mrg1) mRNA"
"U65402_at","GB DEF = Seven transmembrane G-coupled receptor (GPR31) gene"
"U65579_at","Mitochondrial NADH dehydrogenase-ubiquinone Fe-S protein 8, 23 kDa subunit precursor (NDUFS8) nuclear mRNA encoding mitochondrial protein"
"U65581_at","Ribosomal protein L3-like mRNA"
"U65676_at","HPS Hermansky-Pudlak syndrome protein"
"U65785_at","150 kDa oxygen-regulated protein ORP150 mRNA"
"U65928_at","JUN V-jun avian sarcoma virus 17 oncogene homolog"
"U65932_at","Extracellular matrix protein 1 (ECM1) mRNA"
"U66048_at","Clone 161455 breast expressed mRNA from chromosome X"
"U66059_cds7_at","TCRBV1S1A1N1 gene extracted from Human germline T-cell receptor beta chain Dopamine-beta-hydroxylase-like, TRY1, TRY2, TRY3, TCRBV27S1P, TCRBV22S1A2N1T, TCRBV9S1A1T, TCRBV7S1A1N2T, TCRBV5S1A1T, TCRBV13S3, TCRBV6S7P, TCRBV7S3A2T, TCRBV13S2A1T, TCRBV9S2A2PT, TCRBV7S2A1N4T, TCRBV13S9/13S2A1T, TCRBV6S5A1N1, TCRBV30S1P, TCRBV31S1, TCRBV13S5, TCRBV6S1A1N1, TCRBV32S1P, TCRBV5S5P, TCRBV1S1A1N1, TCRBV12S2A1T, TCRBV21S1, TCRBV8S4P, TCRBV12S3, TCRBV21S3A2N2T, TCRBV8S5P, TCRBV13S1 genes from bases 1 to 267156 (section 1 of 3)"
"U66406_at","EPLG8 Eph-related receptor tyrosine kinase ligand 8)"
"U66464_at","Hematopoietic progenitor kinase (HPK1) mRNA"
"U66468_at","Cell growth regulator CGR11 mRNA"
"U66559_at","NPM1 Nucleophosmin (nucleolar phosphoprotein B23, numatrin)"
"U66615_at","SWI/SNF complex 155 KDa subunit (BAF155) mRNA"
"U66616_at","SWI/SNF complex 170 KDa subunit (BAF170) mRNA"
"U66618_at","SWI/SNF complex 60 KDa subunit (BAF60b) mRNA"
"U66838_at","Cyclin A1 mRNA"
"U67171_at","GB DEF = Selenoprotein W (selW) mRNA"
"U67674_at","SLC15A2 Solute carrier family 15 (H+/peptide transporter), member 2"
"U67963_at","Lysophospholipase homolog (HU-K5) mRNA"
"U68018_at","Mad protein homolog (hMAD-2) mRNA"
"U68019_at","Mad protein homolog (hMAD-3) mRNA"
"U68063_at","Putative splice factor transformer2-beta mRNA"
"U68142_at","RalGDS-like 2 (RGL2) mRNA, partial cds"
"U68233_at","Farnesol receptor HRR-1 (HRR-1) mRNA"
"U68485_at","Amphiphysin II mRNA"
"U68494_at","Hbc647 mRNA sequence"
"U68566_at","HS1 binding protein HAX-1 mRNA, nuclear gene encoding mitochondrial protein"
"U68723_at","NADH:ubiquinone oxidoreductase subunit B13 (B13) mRNA"
"U69141_at","GCDH Glutaryl-Coenzyme A dehydrogenase"
"U69546_at","RNA binding protein Etr-3 mRNA"
"U69645_at","Zinc finger protein mRNA"
"U70063_at","Acid ceramidase mRNA"
"U70321_at","Herpesvirus entry mediator mRNA"
"U70322_at","Transportin (TRN) mRNA"
"U70323_at","SCA2 Spinocerebellar ataxia 2 (olivopontocerebellar ataxia 2, autosomal dominant)"
"U70426_at","A28-RGS14p mRNA"
"U70451_at","Myleoid differentiation primary response protein MyD88 mRNA"
"U70660_at","Copper transport protein HAH1 (HAH1) mRNA"
"U70663_at","Zinc finger transcription factor hEZF (EZF) mRNA"
"U70671_at","Ataxin-2 related protein mRNA, partial cds"
"U70732_rna1_at","Glutamate pyruvate transaminase (GPT) gene"
"U70735_at","GB DEF = 34 kDa mov34 isologue mRNA"
"U70867_at","Prostaglandin transporter hPGT mRNA"
"U71088_at","MAP kinase kinase MEK5c mRNA"
"U71364_at","Cytoplasmic antiproteinase 3 (CAP3) mRNA"
"U71598_at","Zinc finger protein zfp2 (zf2) mRNA, partial cds"
"U72206_at","Guanine nucleotide regulatory factor (LFP40) mRNA"
"U72342_at","PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE 45 KD SUBUNIT"
"U72507_at","40871 mRNA partial sequence"
"U72508_at","B7 mRNA"
"U72511_at","B-cell receptor associated protein (hBAP) mRNA, partial cds"
"U72515_at","C3f mRNA"
"U72517_at","GB DEF = Alternatively spliced variant C7f (C3f) mRNA, partial 3'UTR"
"U72621_at","LOT1 mRNA"
"U72661_at","Ninjurin1 mRNA"
"U72761_at","GB DEF = Karyopherin beta 3 mRNA"
"U73167_cds5_at","SM15 gene (human interferon-related protein SM15 (U09585); final exon similar to partial sequence of human EST R48415, but would require alternative splice) extracted from Human cosmid LUCA14"
"U73328_at","DLX7 Distal-less homeobox 7"
"U73377_at","SKI V-ski avian sarcoma viral oncogene homolog"
"U73379_at","Cyclin-selective ubiquitin carrier protein mRNA"
"U73737_at","GTBP DNA G/T mismatch-binding protein"
"U73799_at","GB DEF = Dynactin mRNA, partial cds"
"U73824_at","P97 mRNA"
"U73960_at","ADP-ribosylation factor-like protein 4 mRNA"
"U74667_at","Tat interactive protein mRNA"
"U75362_at","Isopeptidase T-3 (ISOT-3) mRNA"
"U75370_at","Mitochondrial RNA polymerase mRNA, nuclear gene encoding mitochondrial protein"
"U75679_at","Histone stem-loop binding protein (SLBP) mRNA"
"U75968_at","CHL1 protein"
"U76010_at","Putative zinc transporter ZnT-3 (ZnT-3) mRNA"
"U76272_at","FHIT Fragile histidine triad gene product"
"U76421_at","DsRNA adenosine deaminase DRADA2b (DRADA2b) mRNA"
"U76638_at","BRCA1-associated RING domain protein (BARD1) mRNA"
"U77396_at","No cluster in current Unigene and no Genbank entry for U77396 (qualifier U77396_at)"
"U77413_at","O-linked GlcNAc transferase mRNA"
"U77456_at","Nucleosome assembly protein 2 mRNA"
"U77718_at","Desmosome associated protein pinin mRNA"
"U77735_at","Pim-2 protooncogene homolog pim-2h mRNA"
"U77948_at","KAI1 Kangai 1 (suppression of tumorigenicity 6, prostate; CD82 antigen (R2 leukocyte antigen, antigen detected by monoclonal and antibody IA4))"
"U77968_at","MOP5 mRNA, partial cds"
"U78027_rna4_at","L44L gene (L44-like ribosomal protein) extracted from Human Bruton's tyrosine kinase (BTK), alpha-D-galactosidase A (GLA), L44-like ribosomal protein (L44L) and FTP3 (FTP3) genes"
"U78095_at","Placental bikunin mRNA"
"U78190_rna1_at","GTP cyclohydrolase I feedback regulatory protein gene"
"U78521_at","Immunophilin homolog ARA9 mRNA"
"U78524_at","Gu binding protein mRNA, partial cds"
"U78525_at","Eukaryotic translation initiation factor (eIF3) mRNA"
"U78556_at","Cisplatin resistance associated alpha protein (hCRA alpha) mRNA"
"U78575_at","68 kDa type I phosphatidylinositol-4-phosphate 5-kinase alpha mRNA, clone PIP5KIa1"
"U78798_at","TNF receptor associated factor 6 (TRAF6) mRNA"
"U79251_at","OPCML Opioid-binding cell adhesion molecule"
"U79252_at","Clone 23679 mRNA"
"U79254_at","Clone 23693 mRNA sequence"
"U79255_at","X11 protein mRNA, partial cds"
"U79259_at","Clone 23945 mRNA"
"U79260_at","Clone 23745 mRNA"
"U79262_at","DHPS Deoxyhypusine synthase"
"U79265_at","Clone 23614 mRNA sequence"
"U79266_at","Clone 23627 mRNA"
"U79270_at","Clone 23707 mRNA, partial cds"
"U79273_at","Clone 23933 mRNA sequence"
"U79274_at","Clone 23733 mRNA"
"U79275_at","Clone 23947 mRNA, partial cds"
"U79285_at","GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE"
"U79287_at","Clone 23867 mRNA sequence"
"U79291_at","Clone 23721 mRNA sequence"
"U79303_at","Clone 23882 mRNA"
"U79718_at","Endonuclease III homolog mRNA"
"U79725_at","A33 antigen precursor mRNA"
"U80017_rna3_at","Smn gene (survival motor neuron protein SMN) extracted from Human basic transcription factor 2 p44 (btf2p44) gene, partial cds, neuronal apoptosis inhibitory protein (naip) and survival motor neuron protein (smn) genes"
"U80073_at","GB DEF = Tip associating protein (TAP) mRNA"
"U80457_at","Transcription factor SIM2 long form mRNA"
"U81001_at","SNRPN mRNA, 3' UTR, partial sequence"
"U81006_at","P76 mRNA"
"U81375_at","Placental equilibrative nucleoside transporter 1 (hENT1) mRNA"
"U81554_at","CaM kinase II isoform mRNA"
"U81556_at","Hypothetical protein A4 mRNA"
"U81599_at","Homeodomain protein HOXB13 mRNA"
"U81600_at","Paired-like homeodomain protein PRX-2 mRNA, partial cds"
"U81607_at","GRAVIN"
"U81802_at","Phosphatidylinositol 4-kinase"
"U82010_rna1_at","Heme A: farnesyltransferase (COX10) gene promoter region and"
"U82169_at","Frizzled homolog (FZD3) mRNA"
"U82275_at","Immunoglobulin-like transcript 1 mRNA"
"U82303_at","GB DEF = Unknown protein mRNA, partial cds"
"U82311_at","GB DEF = Unknown protein mRNA, partial cds"
"U82613_at","DNA-binding protein ABP/ZF mRNA"
"U82671_cds2_at","HSP1-A gene extracted from Homo sapiens cosmids Qc14E2, Qc12H12, Qc11F9, Qc10G9, LA1733 and Qc17B8 from Xq28, complete sequence"
"U82759_at","GB DEF = Homeodomain protein HoxA9 mRNA"
"U83115_at","Non-lens beta gamma-crystallin like protein (AIM1) mRNA, partial cds"
"U83192_at","Post-synaptic density protein 95 (PSD95) mRNA"
"U83246_at","Copine I mRNA"
"U83303_cds2_at","GCP-2 gene (granulocyte chemotactic protein-2) extracted from Human line-1 reverse transcriptase gene, partial cds, and granulocyte chemotactic protein-2 (GCP-2) gene"
"U83463_at","Scaffold protein Pbp1 mRNA"
"U83843_at","GB DEF = HIV-1 Nef interacting protein (Nip7-1) mRNA, partial cds"
"U84569_at","YF5 mRNA"
"U84720_at","mRNA export protein Rae1 (RAE1) mRNA"
"U85245_at","Phosphatidylinositol-4-phosphate 5-kinase type II beta mRNA"
"U85611_at","Snk interacting protein 2-28 mRNA"
"U85767_at","Myeloid progenitor inhibitory factor-1 MPIF-1 mRNA"
"U85992_at","Clone IMAGE:35527 unknown protein mRNA, partial cds"
"U86409_at","GB DEF = Hyaluronan synthase 3 (HAS3) gene, partial cds"
"U86602_at","Nucleolar protein p40 mRNA"
"U87408_at","Clone IMAGE:30008 unknown protein mRNA, partial cds"
"U87972_at","GB DEF = NAD+-isocitrate dehydrogenase mRNA, partial cds"
"U88047_at","DNA binding protein homolog (DRIL) mRNA, partial cds"
"U88667_at","ATP binding cassette transporter (ABCR) mRNA"
"U88964_at","HEM45 mRNA"
"U89278_at","Polyhomeotic 2 homolog (HPH2) mRNA"
"U89336_cds1_at","Unknown gene extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence"
"U89336_cds3_at","RAGE gene (receptor for advanced glycosylation end products) extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence"
"U89336_cds4_at","Unknown gene extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence"
"U89336_cds6_at","Unknown gene extracted from Human HLA class III region containing NOTCH4 gene, partial sequence, homeobox PBX2 (HPBX) gene, receptor for advanced glycosylation end products (RAGE) gene, and 6 unidentified cds, complete sequence"
"U89355_at","Clone cRT16 CREB-binding protein mRNA, partial cds"
"U89505_at","Hlark mRNA"
"U89896_at","Casein kinase I gamma 2 mRNA"
"U90306_at","GB DEF = Iroquois-class homeodomain protein IRX-4 mRNA, partial cds"
"U90426_at","Nuclear RNA helicase"
"U90547_at","Ro/SSA ribonucleoprotein homolog (RoRet) mRNA"
"U90549_at","Non-histone chromosomal protein (NHC) mRNA"
"U90550_at","Butyrophilin (BTF2) mRNA"
"U90551_at","Histone 2A-like protein (H2A/l) mRNA"
"U90651_at","Embryonic ectoderm development protein homolog (eed) mRNA, partial cds"
"U90878_at","LIM domain protein CLP-36 mRNA"
"U90904_at","Clone 23773 mRNA sequence"
"U90907_at","Clone 23907 mRNA sequence"
"U90909_at","Clone 23722 mRNA sequence"
"U90911_at","Clone 23652 mRNA sequence"
"U90916_at","Clone 23815 mRNA sequence"
"U90918_at","Clone 23654 mRNA sequence"
"U91316_at","Acyl-CoA thioester hydrolase mRNA"
"U91327_at","GB DEF = Chromosome 12p15 BAC clone CIT987SK-99D8 complete sequence"
"U91930_at","AP-3 complex delta subunit mRNA"
"U91931_at","AP-3 complex beta3A subunit mRNA"
"U91932_at","Clathrin coat assembly protein-like"
"U91985_at","DNA fragmentation factor-45 mRNA"
"U92014_at","Clone 121711 defective mariner transposon Hsmar2 mRNA sequence"
"U92436_at","Mutated in multiple advanced cancers protein (MMAC1) mRNA"
"U92971_at","Protease-activated receptor 3 (PAR3) mRNA"
"U93049_at","GB DEF = SLP-76 associated protein mRNA"
"U93205_at","Nuclear chloride ion channel protein (NCC27) mRNA"
"U93237_rna2_at","MEN1 gene (menin) extracted from Human menin (MEN1) gene"
"U94319_at","Autoantigen DFS70 mRNA, partial cds"
"U94586_at","NADH:ubiquinone oxidoreductase MLRQ subunit mRNA"
"U94592_at","Uncoupling protein homolog (UCPH) mRNA"
"U94831_at","Multispanning membrane protein mRNA"
"U94855_at","Translation initiation factor 3 47 kDa subunit mRNA"
"U95006_at","D9 splice variant A mRNA"
"U95040_at","Unknown protein mRNA, partial cds"
"U95740_rna1_at","362G6.1 gene (unknown protein CIT987SK_362G6_1) extracted from Human chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence"
"U95740_rna2_at","362G6.2 gene extracted from Human chromosome 16p13.1 BAC clone CIT987SK-362G6 complete sequence"
"U96094_at","Sarcolipin (SLN) mRNA"
"U96113_at","GB DEF = Nedd-4-like ubiquitin-protein ligase WWP1 mRNA, partial cds"
"U96629_rna2_at","2A8.3 gene (hereditary multiple exostoses gene isolog) extracted from Human chromosome 8 BAC clone CIT987SK-2A8 complete sequence"
"U96915_at","Sin3 associated polypeptide p18 (SAP18) mRNA"
"U97105_at","Dihydropyrimidinase related protein-2"
"V00563_at","GB DEF = Immunoglobulin mu, part of exon 8"
"V00572_at","PGK1 Phosphoglycerate kinase 1"
"V01512_rna1_at","Cellular oncogene c-fos (complete sequence)"
"X00274_at","HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR ALPHA CHAIN PRECURSOR"
"X01060_at","TFRC Transferrin receptor (p90, CD71)"
"X01388_at","APOC3 Apolipoprotein C-III"
"X01630_at","ASS Argininosuccinate synthetase"
"X01715_at","GB DEF = Gene fragment for the acetylcholine receptor gamma subunit precursor (exons 1 and 2)"
"X02152_at","LDHA Lactate dehydrogenase A"
"X02317_at","SOD1 Superoxide dismutase 1 (Cu/Zn)"
"X02530_at","INP10 Interferon (gamma)-induced cell line; protein 10 from"
"X02596_at","GB DEF = Bcr (breakpoint cluster region) gene in Philadelphia chromosome"
"X02874_at","OIAS (2'-5') oligoadenylate synthetase"
"X02910_at","TNF Tumor necrosis factor"
"X03072_at","GB DEF = Int-1 mammary oncogene"
"X03100_cds2_at","HLA-SB alpha gene (class II antigen) extracted from Human HLA-SB(DP) alpha gene"
"X03473_at","HISTONE H1'"
"X03484_at","RAF1 V-raf-1 murine leukemia viral oncogene homolog 1"
"X03656_rna1_at","G-CSF protein gene extracted from Human gene for granulocyte colony-stimulating factor (G-CSF)"
"X03934_at","GB DEF = T-cell antigen receptor gene T3-delta"
"X04011_at","CYBB Chronic granulomatous disease"
"X04085_rna1_at","Catalase (EC 1.11.1.6) 5'flank and exon 1 mapping to chromosome 11, band p13 (and joined CDS)"
"X04106_at","CAPN4 Calpain, small polypeptide"
"X04145_at","CD3G CD3G antigen, gamma polypeptide (TiT3 complex)"
"X04201_at","Skeletal muscle 1.3 kb mRNA for tropomyosin"
"X04327_at","BPGM 2,3-bisphosphoglycerate mutase"
